,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
263,2021,2.1457538682,SP.POP.GROW,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
264,2016,3.2829341746000003,SP.POP.GROW,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
265,2017,3.2585057717,SP.POP.GROW,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
266,2018,3.2266988614,SP.POP.GROW,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
267,2019,3.1870862651,SP.POP.GROW,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
268,2020,3.1426516082,SP.POP.GROW,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
269,2021,3.096423526,SP.POP.GROW,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
270,2016,2.5395665899999997,SP.POP.GROW,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
271,2017,2.5706705764,SP.POP.GROW,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
272,2018,2.5817208671,SP.POP.GROW,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
273,2019,2.5628264610000002,SP.POP.GROW,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
274,2020,2.525009828,SP.POP.GROW,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
275,2021,2.4864573119,SP.POP.GROW,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
276,2016,1.0573660544,SP.POP.GROW,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
277,2017,1.02787999,SP.POP.GROW,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
278,2018,0.9948020598,SP.POP.GROW,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
279,2019,0.9578650094000001,SP.POP.GROW,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
280,2020,0.9180599254,SP.POP.GROW,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
281,2021,0.8783065671,SP.POP.GROW,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
282,2016,2.5361286052,SP.POP.GROW,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
283,2017,2.5477815702,SP.POP.GROW,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
284,2018,2.5523223412,SP.POP.GROW,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
285,2019,2.5493870916,SP.POP.GROW,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
286,2020,2.5405845648,SP.POP.GROW,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
287,2021,2.5280400555,SP.POP.GROW,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
288,2016,-0.6983834573000001,SP.POP.GROW,HRV,Croatia,Europe & Central Asia,High income,IBRD
289,2017,-1.2006101648,SP.POP.GROW,HRV,Croatia,Europe & Central Asia,High income,IBRD
290,2018,-0.8934869277,SP.POP.GROW,HRV,Croatia,Europe & Central Asia,High income,IBRD
291,2019,-0.554146739,SP.POP.GROW,HRV,Croatia,Europe & Central Asia,High income,IBRD
292,2020,-0.4332102208,SP.POP.GROW,HRV,Croatia,Europe & Central Asia,High income,IBRD
293,2021,-3.7423767477,SP.POP.GROW,HRV,Croatia,Europe & Central Asia,High income,IBRD
294,2016,0.0911831699,SP.POP.GROW,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
295,2017,0.0365787568,SP.POP.GROW,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
296,2018,-0.0097806623,SP.POP.GROW,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
297,2019,-0.0411262892,SP.POP.GROW,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
298,2020,-0.0606175631,SP.POP.GROW,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
299,2021,-0.0805330736,SP.POP.GROW,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
300,2016,1.0603164406,SP.POP.GROW,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
301,2017,0.3195360383,SP.POP.GROW,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
302,2018,-0.5251787440000001,SP.POP.GROW,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
303,2019,-1.1964395175,SP.POP.GROW,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
304,2020,-1.5967661948,SP.POP.GROW,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
305,2021,-1.6777912474,SP.POP.GROW,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
306,2016,0.7894768816000001,SP.POP.GROW,CYP,Cyprus,Europe & Central Asia,High income,Not classified
307,2017,0.8082179462,SP.POP.GROW,CYP,Cyprus,Europe & Central Asia,High income,Not classified
308,2018,0.8085492985,SP.POP.GROW,CYP,Cyprus,Europe & Central Asia,High income,Not classified
309,2019,0.779957016,SP.POP.GROW,CYP,Cyprus,Europe & Central Asia,High income,Not classified
310,2020,0.7304469214,SP.POP.GROW,CYP,Cyprus,Europe & Central Asia,High income,Not classified
311,2021,0.6790924297,SP.POP.GROW,CYP,Cyprus,Europe & Central Asia,High income,Not classified
312,2016,0.1920484158,SP.POP.GROW,CZE,Czechia,Europe & Central Asia,High income,Not classified
313,2017,0.2656426635,SP.POP.GROW,CZE,Czechia,Europe & Central Asia,High income,Not classified
314,2018,0.3344272623,SP.POP.GROW,CZE,Czechia,Europe & Central Asia,High income,Not classified
315,2019,0.39378886420000003,SP.POP.GROW,CZE,Czechia,Europe & Central Asia,High income,Not classified
316,2020,0.2432226822,SP.POP.GROW,CZE,Czechia,Europe & Central Asia,High income,Not classified
317,2021,0.0522211182,SP.POP.GROW,CZE,Czechia,Europe & Central Asia,High income,Not classified
318,2016,0.7803926441,SP.POP.GROW,DNK,Denmark,Europe & Central Asia,High income,Not classified
319,2017,0.6433509037,SP.POP.GROW,DNK,Denmark,Europe & Central Asia,High income,Not classified
320,2018,0.4958389259,SP.POP.GROW,DNK,Denmark,Europe & Central Asia,High income,Not classified
321,2019,0.3581309159,SP.POP.GROW,DNK,Denmark,Europe & Central Asia,High income,Not classified
322,2020,0.2916411775,SP.POP.GROW,DNK,Denmark,Europe & Central Asia,High income,Not classified
323,2021,0.4334144894,SP.POP.GROW,DNK,Denmark,Europe & Central Asia,High income,Not classified
324,2016,1.6406289488999999,SP.POP.GROW,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
325,2017,1.5997419982,SP.POP.GROW,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
326,2018,1.5578686951,SP.POP.GROW,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
327,2019,1.5145595027,SP.POP.GROW,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
328,2020,1.4728347321,SP.POP.GROW,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
329,2021,1.4265147069,SP.POP.GROW,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
330,2016,0.1852866155,SP.POP.GROW,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
331,2017,0.21433532760000001,SP.POP.GROW,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
332,2018,0.2320283948,SP.POP.GROW,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
333,2019,0.2537753917,SP.POP.GROW,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
334,2020,0.2545220743,SP.POP.GROW,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
335,2021,0.2511047843,SP.POP.GROW,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
336,2016,1.1225097993,SP.POP.GROW,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
337,2017,1.1034862404,SP.POP.GROW,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
338,2018,1.0788620091,SP.POP.GROW,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
339,2019,1.0466205786,SP.POP.GROW,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
340,2020,1.0093910831,SP.POP.GROW,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
341,2021,0.9706695235,SP.POP.GROW,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
342,2016,1.7068745877,SP.POP.GROW,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
343,2017,1.7685027959,SP.POP.GROW,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
344,2018,1.7656526952,SP.POP.GROW,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
345,2019,1.6791726927,SP.POP.GROW,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
346,2020,1.5387411423000001,SP.POP.GROW,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
347,2021,1.381408991,SP.POP.GROW,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
348,2016,2.1452222681,SP.POP.GROW,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
349,2017,2.0908326679,SP.POP.GROW,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
350,2018,2.0332723992,SP.POP.GROW,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
351,2019,1.9762802244,SP.POP.GROW,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
352,2020,1.9202476369,SP.POP.GROW,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
353,2021,1.8625821156,SP.POP.GROW,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
354,2016,0.48916380140000004,SP.POP.GROW,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
355,2017,0.5019838682000001,SP.POP.GROW,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
356,2018,0.5092734296,SP.POP.GROW,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
357,2019,0.509699114,SP.POP.GROW,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
358,2020,0.5046630232,SP.POP.GROW,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
359,2021,0.49672908920000003,SP.POP.GROW,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
360,2016,3.9107979101,SP.POP.GROW,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
361,2017,3.7811066352,SP.POP.GROW,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
362,2018,3.6533409321,SP.POP.GROW,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
363,2019,3.5288402529000003,SP.POP.GROW,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
364,2020,3.4076194594,SP.POP.GROW,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
365,2021,3.2886271506,SP.POP.GROW,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
366,2016,0.0291122256,SP.POP.GROW,EST,Estonia,Europe & Central Asia,High income,Not classified
367,2017,0.1210706315,SP.POP.GROW,EST,Estonia,Europe & Central Asia,High income,Not classified
368,2018,0.348039138,SP.POP.GROW,EST,Estonia,Europe & Central Asia,High income,Not classified
369,2019,0.3683136956,SP.POP.GROW,EST,Estonia,Europe & Central Asia,High income,Not classified
370,2020,0.1975655812,SP.POP.GROW,EST,Estonia,Europe & Central Asia,High income,Not classified
371,2021,-0.0169253551,SP.POP.GROW,EST,Estonia,Europe & Central Asia,High income,Not classified
372,2016,0.8977387942,SP.POP.GROW,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
373,2017,0.9660598930000001,SP.POP.GROW,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
374,2018,1.0142133974,SP.POP.GROW,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
375,2019,1.0382656447,SP.POP.GROW,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
376,2020,1.042422959,SP.POP.GROW,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
377,2021,1.0465113582,SP.POP.GROW,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
378,2016,2.7080726534,SP.POP.GROW,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
379,2017,2.6634144815000003,SP.POP.GROW,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
380,2018,2.6199691711,SP.POP.GROW,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
381,2019,2.5796970876,SP.POP.GROW,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
382,2020,2.5413864642,SP.POP.GROW,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
383,2021,2.50197331,SP.POP.GROW,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
384,2016,0.24525098550000002,SP.POP.GROW,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
385,2017,0.3171019973,SP.POP.GROW,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
386,2018,0.3532222257,SP.POP.GROW,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
387,2019,0.3704698909,SP.POP.GROW,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
388,2020,0.3854754522,SP.POP.GROW,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
389,2021,0.38399524300000004,SP.POP.GROW,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
390,2016,0.43353515670000004,SP.POP.GROW,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
391,2017,0.5776458373000001,SP.POP.GROW,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
392,2018,0.6848602821,SP.POP.GROW,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
393,2019,0.7290926574000001,SP.POP.GROW,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
394,2020,0.7264926302,SP.POP.GROW,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
395,2021,0.7174871819,SP.POP.GROW,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
396,2016,0.2874214017,SP.POP.GROW,FIN,Finland,Europe & Central Asia,High income,Not classified
397,2017,0.23467053170000002,SP.POP.GROW,FIN,Finland,Europe & Central Asia,High income,Not classified
398,2018,0.1326410408,SP.POP.GROW,FIN,Finland,Europe & Central Asia,High income,Not classified
399,2019,0.11019169050000001,SP.POP.GROW,FIN,Finland,Europe & Central Asia,High income,Not classified
400,2020,0.14364119720000001,SP.POP.GROW,FIN,Finland,Europe & Central Asia,High income,Not classified
401,2021,0.21954191180000002,SP.POP.GROW,FIN,Finland,Europe & Central Asia,High income,Not classified
402,2016,0.2638687886,SP.POP.GROW,FRA,France,Europe & Central Asia,High income,Not classified
403,2017,0.2902021164,SP.POP.GROW,FRA,France,Europe & Central Asia,High income,Not classified
404,2018,0.27445184910000003,SP.POP.GROW,FRA,France,Europe & Central Asia,High income,Not classified
405,2019,0.21882414900000002,SP.POP.GROW,FRA,France,Europe & Central Asia,High income,Not classified
406,2020,0.19458244930000002,SP.POP.GROW,FRA,France,Europe & Central Asia,High income,Not classified
407,2021,0.1770991911,SP.POP.GROW,FRA,France,Europe & Central Asia,High income,Not classified
408,2016,0.5320492015,SP.POP.GROW,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
409,2017,0.5564003865,SP.POP.GROW,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
410,2018,0.5652068837,SP.POP.GROW,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
411,2019,0.5788603454,SP.POP.GROW,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
412,2020,0.5780208136,SP.POP.GROW,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
413,2021,0.5785923375,SP.POP.GROW,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
414,2016,3.0436380183,SP.POP.GROW,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
415,2017,2.7958745944,SP.POP.GROW,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
416,2018,2.6034867957,SP.POP.GROW,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
417,2019,2.4840431787,SP.POP.GROW,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
418,2020,2.4169572264,SP.POP.GROW,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
419,2021,2.3577661425,SP.POP.GROW,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
420,2016,2.9883730068,SP.POP.GROW,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
421,2017,2.9690695848,SP.POP.GROW,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
422,2018,2.9460126881,SP.POP.GROW,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
423,2019,2.9218628663,SP.POP.GROW,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
424,2020,2.8953655057,SP.POP.GROW,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
425,2021,2.8663756026,SP.POP.GROW,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
426,2016,0.0598165991,SP.POP.GROW,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
427,2017,0.0133860747,SP.POP.GROW,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
428,2018,-0.0390365463,SP.POP.GROW,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
429,2019,-0.1715657402,SP.POP.GROW,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
430,2020,0.0686562495,SP.POP.GROW,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
431,2021,-0.379636607,SP.POP.GROW,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
432,2016,0.8072185386,SP.POP.GROW,DEU,Germany,Europe & Central Asia,High income,Not classified
433,2017,0.37372455990000003,SP.POP.GROW,DEU,Germany,Europe & Central Asia,High income,Not classified
434,2018,0.30052670200000003,SP.POP.GROW,DEU,Germany,Europe & Central Asia,High income,Not classified
435,2019,0.2255198742,SP.POP.GROW,DEU,Germany,Europe & Central Asia,High income,Not classified
436,2020,0.08169315860000001,SP.POP.GROW,DEU,Germany,Europe & Central Asia,High income,Not classified
437,2021,-0.0379890201,SP.POP.GROW,DEU,Germany,Europe & Central Asia,High income,Not classified
438,2016,2.2466099602,SP.POP.GROW,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
439,2017,2.2205048819,SP.POP.GROW,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
440,2018,2.1928528742,SP.POP.GROW,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
441,2019,2.1625844619,SP.POP.GROW,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
442,2020,2.1307634729,SP.POP.GROW,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
443,2021,2.0992164334,SP.POP.GROW,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
444,2016,-0.011855364600000001,SP.POP.GROW,GIB,Gibraltar,Europe & Central Asia,High income,Not classified
445,2017,-0.044470139000000006,SP.POP.GROW,GIB,Gibraltar,Europe & Central Asia,High income,Not classified
446,2018,-0.0237254961,SP.POP.GROW,GIB,Gibraltar,Europe & Central Asia,High income,Not classified
447,2019,-0.0266979133,SP.POP.GROW,GIB,Gibraltar,Europe & Central Asia,High income,Not classified
448,2020,-0.0445123678,SP.POP.GROW,GIB,Gibraltar,Europe & Central Asia,High income,Not classified
449,2021,0.0,SP.POP.GROW,GIB,Gibraltar,Europe & Central Asia,High income,Not classified
450,2016,-0.41591302830000004,SP.POP.GROW,GRC,Greece,Europe & Central Asia,High income,Not classified
451,2017,-0.19778322480000002,SP.POP.GROW,GRC,Greece,Europe & Central Asia,High income,Not classified
452,2018,-0.20288023830000002,SP.POP.GROW,GRC,Greece,Europe & Central Asia,High income,Not classified
453,2019,-0.1053393927,SP.POP.GROW,GRC,Greece,Europe & Central Asia,High income,Not classified
454,2020,-0.19630166470000002,SP.POP.GROW,GRC,Greece,Europe & Central Asia,High income,Not classified
455,2021,-0.3368857961,SP.POP.GROW,GRC,Greece,Europe & Central Asia,High income,Not classified
456,2016,0.1282279784,SP.POP.GROW,GRL,Greenland,Europe & Central Asia,High income,Not classified
457,2017,-0.026700606300000002,SP.POP.GROW,GRL,Greenland,Europe & Central Asia,High income,Not classified
458,2018,-0.2638288783,SP.POP.GROW,GRL,Greenland,Europe & Central Asia,High income,Not classified
459,2019,0.3599177145,SP.POP.GROW,GRL,Greenland,Europe & Central Asia,High income,Not classified
460,2020,0.25223830340000003,SP.POP.GROW,GRL,Greenland,Europe & Central Asia,High income,Not classified
461,2021,0.5061061944,SP.POP.GROW,GRL,Greenland,Europe & Central Asia,High income,Not classified
462,2016,0.6003674806,SP.POP.GROW,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
463,2017,0.5526000215,SP.POP.GROW,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
464,2018,0.5172665735,SP.POP.GROW,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
465,2019,0.494964112,SP.POP.GROW,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
466,2020,0.46053679950000004,SP.POP.GROW,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
467,2021,0.4398456992,SP.POP.GROW,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
